"","month","position","artist","album","indicativerevenue","us","uk","de","fr","ca","au"
"12578","Dec 2020",28,"Lil Baby","My Turn",1886.296,"11","-","-","-","44","-"
"12579","Dec 2020",29,"Pentatonix","The Best Of Pentatonix Christmas",1850.241,"8","-","88","-","53","-"
"12580","Dec 2020",30,"Vince Guaraldi Trio","A Charlie Brown Christmas (Soundtrack)",1845.84,"12","-","-","-","17","-"
"12581","Dec 2020",31,"Juice WRLD","Goodbye & Good Riddance",1806.326,"31","56","-","-","26","-"
"12582","Dec 2020",32,"Sam Smith","Love Goes",1803.669,"38","13","92","84","15","12"
"12583","Dec 2020",33,"Lewis Capaldi","Divinely Uninspired To A Hellish Extent",1773.592,"50","15","-","152","14","33"
"12584","Dec 2020",34,"Machine Gun Kelly","Tickets To My Downfall",1772.249,"24","60","94","-","17","32"
"12585","Dec 2020",35,"Original Cast","Hamilton: An American Musical",1658.061,"16","-","-","-","35","48"
"12586","Dec 2020",36,"Fleetwood Mac","Rumours",1633.427,"12","30","-","-","23","25"
"12587","Dec 2020",37,"Elton John","Diamonds",1624.23,"53","28","-","-","22","29"
"12588","Dec 2020",38,"Taylor Swift","Evermore",1608.747,"1","1","6","68","1","1"
"12589","Dec 2020",39,"DaBaby","Blame It On Baby",1537.261,"21","-","-","-","22","-"
"12590","Dec 2020",40,"Various Artists","A Christmas Gift For You From Phil Spector",1497.08,"17","-","-","-","32","-"
"12591","Dec 2020",41,"Pentatonix","We Need A Little Christmas",1443.288,"23","-","-","-","46","-"
"12592","Dec 2020",42,"Juice WRLD","Death Race For Love",1434.951,"46","96","-","-","42","-"
"12593","Dec 2020",43,"Bob Marley","Legend, The Best Of Bob Marley",1406.603,"19","45","-","-","77","-"
"12594","Dec 2020",44,"Luke Combs","This One's For You",1378.184,"34","-","-","-","30","27"
"12595","Dec 2020",45,"Polo G","The Goat",1375.487,"33","-","-","-","28","-"
"12596","Dec 2020",46,"21 Savage & Metro Boomin","Savage Mode II",1347.243,"22","-","-","-","32","-"
"12597","Dec 2020",47,"Bad Bunny","YHLQMDLG",1339.239,"31","-","-","-","-","-"
"12598","Dec 2020",48,"Billie Eilish","Don't Smile At Me",1327.292,"55","73","-","-","55","-"
"12599","Dec 2020",49,"King Von","Welcome To O'Block",1322.589,"14","-","-","-","38","-"
"12600","Dec 2020",50,"Frank Sinatra","Ultimate Christmas",1321.82,"28","-","-","-","26","-"
"12601","Jan 2021",1,"Taylor Swift","Evermore",5828.617,"1","1","8","68","1","1"
"12602","Jan 2021",2,"Pop Smoke","Shoot For The Stars Aim For The Moon",5103.342,"2","4","15","20","2","5"
"12603","Jan 2021",3,"Ariana Grande","Positions",4064.94,"4","11","68","57","6","10"
"12604","Jan 2021",4,"Harry Styles","Fine Line",3940.614,"13","2","27","82","11","2"
"12605","Jan 2021",5,"Eminem","Music To Be Murdered By",3920.572,"3","3","6","43","2","5"
"12606","Jan 2021",6,"Taylor Swift","Folklore",3654.443,"3","12","27","-","6","4"
"12607","Jan 2021",7,"Juice WRLD","Legends Never Die",3539.153,"9","11","28","-","8","13"
"12608","Jan 2021",8,"The Weeknd","After Hours",3447.255,"6","22","33","36","4","17"
"12609","Jan 2021",9,"Dua Lipa","Future Nostalgia",3440.454,"20","3","44","15","7","8"
"12610","Jan 2021",10,"Miley Cyrus","Plastic Hearts",3154.777,"19","14","30","109","9","6"
"12611","Jan 2021",11,"Billie Eilish","When We All Fall Asleep, Where Do We Go?",3076.333,"27","20","29","44","21","9"
"12612","Jan 2021",12,"The Kid LAROI","F*ck Love",3023.757,"12","10","91","-","4","3"
"12613","Jan 2021",13,"Lil Durk","The Voice",2887.741,"2","26","-","-","18","-"
"12614","Jan 2021",14,"Post Malone","Hollywood's Bleeding",2675.981,"16","41","93","186","13","22"
"12615","Jan 2021",15,"Luke Combs","What You See Is What You Get",2643.056,"7","-","-","-","10","8"
"12616","Jan 2021",16,"Paul McCartney","McCartney III",2617.506,"2","19","5","30","7","6"
"12617","Jan 2021",17,"Queen","Greatest Hits",2550.477,"27","7","37","-","32","30"
"12618","Jan 2021",18,"Playboi Carti","Whole Lotta Red",2521.207,"1","17","45","67","2","15"
"12619","Jan 2021",19,"Megan Thee Stallion","Good News",2496.459,"6","-","-","-","22","42"
"12620","Jan 2021",20,"AC/DC","Power Up",2439.585,"45","27","1","10","13","2"
"12621","Jan 2021",21,"Lewis Capaldi","Divinely Uninspired To A Hellish Extent",2395.542,"37","6","74","152","15","20"
"12622","Jan 2021",22,"Juice WRLD","Goodbye & Good Riddance",2365.45,"20","23","93","-","19","47"
"12623","Jan 2021",23,"Bad Bunny","El Ultimo Tour del Mundo",2344.538,"8","-","-","-","-","-"
"12624","Jan 2021",24,"Kid Cudi","Man On the Moon III: The Chosen",2207.486,"2","-","-","95","2","25"
"12625","Jan 2021",25,"BTS","Be",2207.329,"19","-","18","76","26","17"
"12626","Jan 2021",26,"Lil Baby","My Turn",2188.643,"10","-","-","-","39","-"
"12627","Jan 2021",27,"Machine Gun Kelly","Tickets To My Downfall",2169.493,"18","23","53","-","12","24"
"12628","Jan 2021",28,"Shawn Mendes","Wonder",2075.378,"25","60","58","124","5","16"
"12629","Jan 2021",29,"Jack Harlow","That's What They All Say",2042.075,"5","-","-","-","7","40"
"12630","Jan 2021",30,"Elton John","Diamonds",1976.819,"47","14","-","-","23","16"
"12631","Jan 2021",31,"Michael Buble","Christmas",1974.905,"4","1","4","-","1","3"
"12632","Jan 2021",32,"Ed Sheeran","(Divide)",1957.312,"70","14","57","-","25","14"
"12633","Jan 2021",33,"Fleetwood Mac","Rumours",1951.545,"36","26","-","-","26","16"
"12634","Jan 2021",34,"XXXTentacion","Question Mark",1845.538,"60","30","62","74","37","29"
"12635","Jan 2021",35,"Polo G","The Goat",1840.786,"26","66","-","-","25","-"
"12636","Jan 2021",36,"Juice WRLD","Death Race For Love",1788.612,"30","54","-","-","32","-"
"12637","Jan 2021",37,"Original Cast","Hamilton: An American Musical",1753.137,"19","-","-","-","45","-"
"12638","Jan 2021",38,"Chris Stapleton","Starting Over",1726.812,"25","-","-","-","23","-"
"12639","Jan 2021",39,"Sam Smith","Love Goes",1721.419,"85","9","-","94","32","15"
"12640","Jan 2021",40,"DaBaby","Blame It On Baby",1653.284,"23","-","-","-","25","-"
"12641","Jan 2021",41,"Luke Combs","This One's For You",1613.452,"29","-","-","-","27","19"
"12642","Jan 2021",42,"Ava Max","Heaven & Hell",1607.878,"100","66","19","48","47","-"
"12643","Jan 2021",43,"Billie Eilish","Don't Smile At Me",1593.19,"48","53","-","-","61","44"
"12644","Jan 2021",44,"Eminem","Curtain Call - The Hits",1583.086,"61","25","-","-","56","26"
"12645","Jan 2021",45,"Future & Lil Uzi Vert","Pluto x Baby Pluto",1433.906,"30","-","-","-","74","-"
"12646","Jan 2021",46,"Ariana Grande","Thank U, Next",1426.215,"62","68","-","156","67","49"
"12647","Jan 2021",47,"Post Malone","Beerbongs & Bentleys",1416.199,"42","86","-","-","37","37"
"12648","Jan 2021",48,"Bad Bunny","YHLQMDLG",1404.076,"33","-","-","-","-","-"
"12649","Jan 2021",49,"Morgan Wallen","If I Know Me",1395.347,"31","-","-","-","35","-"
"12650","Jan 2021",50,"Taylor Swift","Lover",1395.255,"54","72","-","-","42","34"
"12651","Feb 2021",1,"Pop Smoke","Shoot For The Stars Aim For The Moon",4694.099,"2","4","17","23","2","5"
"12652","Feb 2021",2,"Morgan Wallen","Dangerous: The Double Album",3891.503,"1","-","-","-","1","3"
"12653","Feb 2021",3,"The Weeknd","After Hours",3878.691,"2","19","16","21","2","15"
"12654","Feb 2021",4,"Taylor Swift","Evermore",3818.539,"3","8","32","187","3","4"
"12655","Feb 2021",5,"Juice WRLD","Legends Never Die",3500.429,"5","14","38","-","8","8"
"12656","Feb 2021",6,"Harry Styles","Fine Line",3497.792,"15","5","20","86","11","5"
"12657","Feb 2021",7,"Dua Lipa","Future Nostalgia",3388.165,"7","3","38","9","3","3"
"12658","Feb 2021",8,"Ariana Grande","Positions",3277.556,"5","5","34","52","6","18"
"12659","Feb 2021",9,"Lil Durk","The Voice",2874.165,"2","40","-","-","6","-"
"12660","Feb 2021",10,"The Kid LAROI","F*ck Love",2824.404,"11","11","-","-","4","1"
"12661","Feb 2021",11,"Billie Eilish","When We All Fall Asleep, Where Do We Go?",2742.986,"28","26","29","45","20","10"
"12662","Feb 2021",12,"Taylor Swift","Folklore",2731.338,"11","21","29","-","15","15"
"12663","Feb 2021",13,"Machine Gun Kelly","Tickets To My Downfall",2677.537,"13","23","53","-","11","18"
"12664","Feb 2021",14,"Eminem","Music To Be Murdered By",2631.754,"7","15","26","122","6","5"
"12665","Feb 2021",15,"Post Malone","Hollywood's Bleeding",2614.863,"14","48","93","-","11","29"
"12666","Feb 2021",16,"Luke Combs","What You See Is What You Get",2514.959,"6","-","-","-","7","7"
"12667","Feb 2021",17,"Queen","Greatest Hits",2384.655,"23","6","52","-","26","-"
"12668","Feb 2021",18,"Miley Cyrus","Plastic Hearts",2367.507,"28","28","49","150","14","15"
"12669","Feb 2021",19,"Lewis Capaldi","Divinely Uninspired To A Hellish Extent",2284.076,"41","7","78","-","14","26"
"12670","Feb 2021",20,"The Foo Fighters","Medicine At Midnight",2252.392,"3","1","1","16","3","1"
"12671","Feb 2021",21,"Doja Cat","Hot Pink",2248.829,"16","67","-","127","21","48"
"12672","Feb 2021",22,"Juice WRLD","Goodbye & Good Riddance",2236.863,"18","31","-","-","18","50"
"12673","Feb 2021",23,"The Weeknd","The Highlights",2217.878,"2","2","13","4","1","2"
"12674","Feb 2021",24,"Lil Baby","My Turn",2163.167,"8","-","-","-","43","-"
"12675","Feb 2021",25,"Megan Thee Stallion","Good News",2089.399,"10","-","-","-","24","50"
"12676","Feb 2021",26,"XXXTentacion","Question Mark",2020.171,"54","32","62","81","33","32"
"12677","Feb 2021",27,"Ed Sheeran","(Divide)",1986.918,"57","11","71","-","21","16"
"12678","Feb 2021",28,"Bad Bunny","El Ultimo Tour del Mundo",1974.442,"12","-","-","-","-","-"
"12679","Feb 2021",29,"Elton John","Diamonds",1917.213,"40","14","-","-","17","23"
"12680","Feb 2021",30,"Polo G","The Goat",1914.46,"23","71","-","-","24","-"
"12681","Feb 2021",31,"Juice WRLD","Death Race For Love",1820.527,"26","57","-","-","31","-"
"12682","Feb 2021",32,"Morgan Wallen","If I Know Me",1761.217,"10","-","-","-","30","-"
"12683","Feb 2021",33,"Original Cast","Hamilton: An American Musical",1709.145,"19","-","-","-","40","-"
"12684","Feb 2021",34,"Luke Combs","This One's For You",1694.12,"26","-","-","-","23","25"
"12685","Feb 2021",35,"Jack Harlow","That's What They All Say",1683,"23","-","-","-","17","43"
"12686","Feb 2021",36,"DaBaby","Blame It On Baby",1576.192,"25","-","-","-","29","-"
"12687","Feb 2021",37,"Fleetwood Mac","Rumours",1570.532,"41","18","84","-","29","21"
"12688","Feb 2021",38,"Eminem","Curtain Call - The Hits",1561.669,"56","23","-","-","57","29"
"12689","Feb 2021",39,"Ava Max","Heaven & Hell",1544.087,"94","66","25","56","42","-"
"12690","Feb 2021",40,"SZA","Ctrl",1527.882,"37","58","-","-","49","48"
"12691","Feb 2021",41,"Taylor Swift","Lover",1472.557,"32","64","-","-","31","35"
"12692","Feb 2021",42,"Bad Bunny","YHLQMDLG",1436.239,"31","-","-","-","-","-"
"12693","Feb 2021",43,"Post Malone","Beerbongs & Bentleys",1422.05,"39","98","-","-","35","49"
"12694","Feb 2021",44,"Chris Stapleton","Starting Over",1401.068,"33","-","-","-","26","-"
"12695","Feb 2021",45,"Rod Wave","Pray 4 Love",1397.92,"28","-","-","-","-","-"
"12696","Feb 2021",46,"Pop Smoke","Meet The Woo 2",1383.095,"71","53","-","91","32","-"
"12697","Feb 2021",47,"Sam Smith","Love Goes",1377.376,"99","22","-","111","35","21"
"12698","Feb 2021",48,"Lil Uzi Vert","Eternal Atake",1353.224,"35","-","-","-","52","-"
"12699","Feb 2021",49,"Drake","Scorpion",1307.264,"46","86","-","-","44","-"
"12700","Feb 2021",50,"Billie Eilish","Don't Smile At Me",1307.215,"57","61","-","-","65","-"
"12701","Mar 2021",1,"Pop Smoke","Shoot For The Stars Aim For The Moon",5131.102,"2","7","21","26","2","5"
"12702","Mar 2021",2,"Dua Lipa","Future Nostalgia",4702.829,"3","2","38","10","3","1"
"12703","Mar 2021",3,"The Weeknd","The Highlights",4337.629,"2","4","35","6","1","3"
"12704","Mar 2021",4,"Morgan Wallen","Dangerous: The Double Album",4260.349,"1","-","-","-","1","12"
"12705","Mar 2021",5,"Ariana Grande","Positions",3889.306,"2","5","34","84","4","3"
"12706","Mar 2021",6,"The Weeknd","After Hours",3828.903,"2","32","42","23","2","21"
"12707","Mar 2021",7,"Harry Styles","Fine Line",3600.287,"15","5","24","79","7","4"
"12708","Mar 2021",8,"Juice WRLD","Legends Never Die",3442.963,"10","16","45","-","9","14"
"12709","Mar 2021",9,"Billie Eilish","When We All Fall Asleep, Where Do We Go?",3413.802,"15","16","24","44","11","6"
